t,flows,fwd_pkts,bwd_pkts,syn_flags,ack_flags,oneway_flows,label,one_way_ratio,fb_ratio,volume_raw,asym_raw,volume_z,asym_z,volume_alert,asym_alert
12787,1.00000000,6.00000000,0.00000000,0.00000000,1.00000000,1.00000000,0,1.00000000,7.00000000,1.00000000,4.15888308,-0.67449076,0.00000000,0,0
12788,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
12789,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
12790,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
12791,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
12792,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
12793,4.00000000,39.00000000,41.00000000,0.00000000,2.00000000,0.00000000,1,0.00000000,0.95238095,4.00000000,2.67619852,0.00000000,-0.29870702,0,0
12794,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
12795,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
12796,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
12797,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
12798,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
12799,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
12800,5.00000000,25.00000000,16.00000000,0.00000000,1.00000000,3.00000000,0,0.60000000,1.52941176,5.00000000,7.42389417,0.22483025,0.65778101,0,0
12801,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
12802,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
12803,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
12804,3.00000000,34.00000000,44.00000000,0.00000000,1.00000000,0.00000000,1,0.00000000,0.77777778,3.00000000,1.72609243,-0.22483025,-0.49011885,0,0
12805,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
12806,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
12807,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
12808,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
12809,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
12810,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
12811,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
12812,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
12813,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
12814,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
12815,3.00000000,36.00000000,40.00000000,0.00000000,1.00000000,0.00000000,1,0.00000000,0.90243902,3.00000000,1.92941028,-0.22483025,-0.44915770,0,0
12816,1.00000000,36.00000000,52.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,0.69811321,1.00000000,0.52951776,-0.67449076,-0.73118514,0,0
12817,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
12818,1.00000000,31.00000000,36.00000000,0.00000000,1.00000000,0.00000000,1,0.00000000,0.86486486,1.00000000,0.62318859,-0.67449076,-0.71231387,0,0
12819,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
12820,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
12821,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
12822,2.00000000,30.00000000,38.00000000,0.00000000,2.00000000,0.00000000,1,0.00000000,0.79487179,2.00000000,1.16986719,-0.44966051,-0.60217801,0,0
12823,3.00000000,12.00000000,6.00000000,0.00000000,2.00000000,0.00000000,1,0.00000000,1.85714286,3.00000000,3.14946637,-0.22483025,-0.20336076,0,0
12824,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
12825,1.00000000,1.00000000,3.00000000,0.00000000,0.00000000,0.00000000,1,0.00000000,0.50000000,1.00000000,0.40546511,-0.67449076,-0.75617723,0,0
12826,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
12827,4.00000000,35.00000000,44.00000000,0.00000000,1.00000000,0.00000000,1,0.00000000,0.80000000,4.00000000,2.35114666,0.00000000,-0.36419315,0,0
12828,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
12829,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
12830,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
12831,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
12832,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
12833,1.00000000,32.00000000,45.00000000,0.00000000,1.00000000,0.00000000,0,0.00000000,0.71739130,1.00000000,0.54080646,-0.67449076,-0.72891087,0,0
12834,3.00000000,5.00000000,4.00000000,1.00000000,0.00000000,2.00000000,0,0.66666667,1.20000000,3.00000000,3.94228680,-0.22483025,-0.04363627,0,0
12835,1.00000000,6.00000000,0.00000000,0.00000000,1.00000000,1.00000000,0,1.00000000,7.00000000,1.00000000,4.15888308,-0.67449076,0.00000000,0,0
12836,1.00000000,1.00000000,3.00000000,0.00000000,0.00000000,0.00000000,1,0.00000000,0.50000000,1.00000000,0.40546511,-0.67449076,-0.75617723,0,0
12837,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
12838,4.00000000,41.00000000,44.00000000,0.00000000,1.00000000,0.00000000,1,0.00000000,0.93333333,4.00000000,2.63698252,0.00000000,-0.30660762,0,0
12839,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
12840,1.00000000,4.00000000,2.00000000,0.00000000,1.00000000,0.00000000,1,0.00000000,1.66666667,1.00000000,0.98082925,-0.67449076,-0.64026228,0,0
12841,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
12842,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
12843,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
12844,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
12845,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
12846,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
12847,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
12848,1.00000000,1.00000000,3.00000000,0.00000000,0.00000000,0.00000000,1,0.00000000,0.50000000,1.00000000,0.40546511,-0.67449076,-0.75617723,0,0
12849,4.00000000,8.00000000,7.00000000,0.00000000,1.00000000,1.00000000,1,0.25000000,1.12500000,4.00000000,3.76885901,0.00000000,-0.07857567,0,0
12850,2.00000000,36.00000000,36.00000000,0.00000000,1.00000000,0.00000000,1,0.00000000,1.00000000,2.00000000,1.38629436,-0.44966051,-0.55857581,0,0
12851,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
12852,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
12853,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
12854,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
12855,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
12856,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
12857,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
12858,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
12859,1.00000000,12.00000000,4.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,2.60000000,1.00000000,1.28093385,-0.67449076,-0.57980212,0,0
12860,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
12861,3.00000000,33.00000000,41.00000000,0.00000000,1.00000000,0.00000000,1,0.00000000,0.80952381,3.00000000,1.77919117,-0.22483025,-0.47942139,0,0
12862,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
12863,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
12864,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
12865,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
12866,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
12867,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
12868,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
12869,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
12870,1.00000000,8.00000000,2.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,3.00000000,1.00000000,1.38629436,-0.67449076,-0.55857581,0,0
12871,1.00000000,8.00000000,2.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,3.00000000,1.00000000,1.38629436,-0.67449076,-0.55857581,0,0
12872,2.00000000,2.00000000,3.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,0.75000000,2.00000000,1.11923158,-0.44966051,-0.61237925,0,0
12873,4.00000000,41.00000000,41.00000000,0.00000000,2.00000000,0.00000000,1,0.00000000,1.00000000,4.00000000,2.77258872,0.00000000,-0.27928790,0,0
12874,1.00000000,23.00000000,20.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.14285714,1.00000000,0.76214005,-0.67449076,-0.68432020,0,0
12875,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
12876,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
12877,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
12878,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
12879,1.00000000,4.00000000,2.00000000,0.00000000,1.00000000,0.00000000,1,0.00000000,1.66666667,1.00000000,0.98082925,-0.67449076,-0.64026228,0,0
12880,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
12881,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
12882,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
12883,3.00000000,39.00000000,41.00000000,0.00000000,1.00000000,0.00000000,1,0.00000000,0.95238095,3.00000000,2.00714889,-0.22483025,-0.43349620,0,0
12884,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
12885,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
12886,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
12887,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
12888,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
12889,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
12890,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
12891,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
12892,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
12893,1.00000000,2.00000000,2.00000000,0.00000000,1.00000000,0.00000000,1,0.00000000,1.00000000,1.00000000,0.69314718,-0.67449076,-0.69821976,0,0
12894,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
12895,2.00000000,2.00000000,5.00000000,0.00000000,0.00000000,0.00000000,1,0.00000000,0.50000000,2.00000000,0.81093022,-0.44966051,-0.67449076,0,0
12896,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
12897,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
12898,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
12899,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
12900,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
12901,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
12902,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
12903,8.00000000,20.00000000,2.00000000,0.00000000,0.00000000,7.00000000,0,0.87500000,7.00000000,8.00000000,31.19162313,0.89932101,5.44611411,0,0
12904,28.00000000,70.00000000,2.00000000,0.00000000,0.00000000,27.00000000,0,0.96428571,23.66666667,28.00000000,176.29990425,5.39592608,34.68015612,0,1
12905,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
12906,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
12907,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
12908,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
12909,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
12910,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
12911,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
12912,1.00000000,72.00000000,110.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,0.65765766,1.00000000,0.50540556,-0.67449076,-0.73604287,0,0
12913,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
12914,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
12915,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
12916,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
12917,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
12918,17.00000000,295.00000000,406.00000000,0.00000000,8.00000000,0.00000000,0,0.00000000,0.72727273,17.00000000,9.29124301,2.92279329,1.03398389,0,0
12919,19.00000000,572.00000000,620.00000000,0.00000000,14.00000000,2.00000000,0,0.10526316,0.92270531,19.00000000,13.72839745,3.37245380,1.92790916,0,0
12920,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
12921,1.00000000,2.00000000,2.00000000,0.00000000,1.00000000,0.00000000,1,0.00000000,1.00000000,1.00000000,0.69314718,-0.67449076,-0.69821976,0,0
12922,4.00000000,18.00000000,17.00000000,0.00000000,1.00000000,2.00000000,0,0.50000000,1.05555556,4.00000000,4.32327693,0.00000000,0.03311938,0,0
12923,4.00000000,16.00000000,18.00000000,0.00000000,2.00000000,0.00000000,1,0.00000000,0.89473684,4.00000000,2.55631984,0.00000000,-0.32285822,0,0
12924,7.00000000,10.00000000,6.00000000,0.00000000,0.00000000,3.00000000,0,0.42857143,1.57142857,7.00000000,9.44461609,0.67449076,1.06488299,0,0
12925,13.00000000,30.00000000,8.00000000,0.00000000,0.00000000,9.00000000,0,0.69230769,3.44444444,13.00000000,32.81640729,2.02347228,5.77344904,0,0
12926,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
12927,5.00000000,12.00000000,4.00000000,0.00000000,1.00000000,3.00000000,1,0.60000000,2.60000000,5.00000000,10.24747076,0.22483025,1.22662902,0,0
